Student_ID,Name,Father_Name,Mother_Name,Age,Gender,Class,Section,Roll_Number,City,State,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Screen_Time_Hours,Internet_Access,Owns_Smartphone,Tuition,Family_Income_Level,Parents_Education,Number_of_Siblings,Favourite_Subject,Least_Favourite_Subject,Favourite_Game,Favourite_Food,Food_Type,Career_Goal,Transportation_Mode,Skill_1,Skill_2,Participation_Activity,Sports_Participation,Library_Visits_Per_Month,Assignments_Completed,Projects_Completed,Homework_Submission_Rate,Discipline_Record,Stress_Level,Mental_Wellbeing_Score,Peer_Interaction_Score,Teacher_Feedback,Maths_Marks,Science_Marks,English_Marks,Hindi_Marks,Social_Science_Marks,Computer_Marks,Overall_Percentage,Result,Performance_Level
STU15973,Aarav Mane,Eva Chandra,Krish Chakrabarti,7.0,Male,3rd,A,48.0,Ahmedabad,Rajasthan,59.04,3.8,6.3,9.3,Yes,Yes,No,Medium,Graduate,4.0,Hindi,Science,Basketball,Burger,Vegan,IAS,Private Vehicle,Teamwork,Graphic Design,Science Fair,No,8.0,8.0,8.0,55.66,Good,Medium,10.0,7.0,Good,86.0,72.0,,94.0,85.0,42.0,72.5,Pass,Good
STU15974,Pihu Sarraf,Jayant Vyas,Taimur Mandal,15.0,Female,3rd,D,53.0,,Maharashtra,91.44,,7.0,6.5,Yes,Yes,Yes,High,Post Graduate,0.0,Science,Hindi,Volleyball,Biryani,Non-Vegetarian,Athlete,Bus,Teamwork,Teamwork,Debate Club,Yes,4.0,5.0,5.0,87.47,Good,Medium,9.0,1.0,Needs Improvement,,75.0,73.0,59.0,71.0,,72.83,Pass,Good
STU15975,Myra Manne,Hrishita Ganguly,,8.0,Female,10th,,60.0,Indore,Uttar Pradesh,95.87,2.3,7.5,7.8,Yes,Yes,Yes,High,Post Graduate,3.0,English,English,Chess,Biryani,Vegetarian,Engineer,Walking,Video Editing,Python,NCC,No,,1.0,10.0,72.57,Poor,High,5.0,3.0,Excellent,90.0,36.0,39.0,74.0,37.0,76.0,58.67,Fail,Average
STU15976,Anya Lad,Advik Sandal,Zaina Batta,16.0,Male,11th,B,17.0,,Madhya Pradesh,88.41,1.2,,2.4,Yes,Yes,Yes,Medium,,5.0,Social Science,Hindi,Volleyball,Burger,Vegetarian,Artist,Auto,Python,Graphic Design,Quiz Competition,No,6.0,18.0,7.0,60.2,Good,High,4.0,10.0,Excellent,89.0,57.0,47.0,,99.0,41.0,68.83,Pass,Average
STU15977,Jivika Gupta,Hridaan Chada,Eshani Saran,7.0,Female,7th,C,25.0,Indore,Gujarat,93.38,6.9,6.3,5.0,Yes,Yes,Yes,High,Secondary,3.0,Hindi,,,Biryani,Vegan,Athlete,Auto,Python,Public Speaking,Art Club,No,6.0,12.0,12.0,61.25,Average,Low,10.0,,Excellent,40.0,73.0,77.0,71.0,46.0,96.0,67.17,Pass,Average
STU15978,Ojas Kanda,Gatik Kant,Damini Balasubramanian,17.0,Female,1st,C,38.0,Lucknow,Maharashtra,53.16,1.4,9.2,4.9,Yes,Yes,No,High,,4.0,Social Science,Science,Hockey,Pasta,Vegetarian,Business,Private Vehicle,Creativity,Video Editing,NCC,Yes,9.0,2.0,2.0,44.34,Average,High,,1.0,Average,58.0,41.0,50.0,43.0,62.0,84.0,56.33,Pass,Average
STU15979,Mohanlal Srinivas,,Vedika Mannan,14.0,Female,5th,B,16.0,,,57.87,1.5,5.8,2.9,No,,Yes,,Primary,3.0,Maths,English,Tennis,Dosa,Vegetarian,Artist,Cycle,Leadership,Critical Thinking,Art Club,Yes,4.0,13.0,11.0,51.24,Poor,Low,5.0,,Good,78.0,54.0,55.0,93.0,71.0,83.0,,Pass,Good
STU15980,Lakshay Butala,Kiaan Lalla,Adira Mahal,17.0,Male,11th,C,39.0,Lucknow,Maharashtra,72.73,,9.0,9.3,No,Yes,Yes,Low,Graduate,2.0,Computer,Science,Cricket,Paneer,Vegetarian,Artist,Cycle,Creativity,Teamwork,Quiz Competition,No,4.0,19.0,7.0,93.83,Good,Low,4.0,5.0,Needs Improvement,74.0,61.0,38.0,52.0,79.0,73.0,62.83,Pass,Average
STU15981,,Hrishita Badami,Pranay Dewan,8.0,Male,,B,20.0,Hyderabad,Gujarat,78.54,2.0,4.7,3.5,No,No,No,Medium,,3.0,Social Science,Science,Chess,Biryani,,,Bus,Leadership,Graphic Design,Sports Club,No,3.0,2.0,6.0,,Poor,High,5.0,2.0,Excellent,69.0,,88.0,41.0,94.0,64.0,74.83,Pass,Good
STU15982,Dhruv Mallick,Vivaan Raval,Pari Badami,12.0,Male,11th,A,30.0,Hyderabad,Uttar Pradesh,57.88,1.8,5.5,8.8,No,No,,High,Post Graduate,0.0,English,Hindi,Chess,Pasta,Vegan,Engineer,Walking,Communication,Critical Thinking,Debate Club,Yes,4.0,5.0,2.0,67.06,Good,Low,4.0,9.0,Excellent,36.0,54.0,82.0,71.0,44.0,76.0,60.5,Pass,
STU15983,Adira Handa,Siya Shan,Ishaan Verma,7.0,Male,6th,C,24.0,Jaipur,Telangana,55.82,7.8,5.5,,No,No,No,Low,Primary,5.0,Hindi,Maths,Cricket,Pizza,Non-Vegetarian,,Bus,Video Editing,Communication,Quiz Competition,Yes,18.0,13.0,3.0,56.66,Poor,High,4.0,2.0,Good,86.0,40.0,68.0,82.0,95.0,64.0,72.5,Pass,Good
,Madhup Borah,Ivan Krishnamurthy,Jhanvi Madan,11.0,Female,11th,B,46.0,Pune,Telangana,60.91,7.3,7.8,8.7,Yes,No,Yes,High,Post Graduate,1.0,Hindi,Maths,Football,,Non-Vegetarian,Artist,Auto,Communication,Teamwork,Science Fair,Yes,5.0,3.0,3.0,94.11,Poor,Low,,,Excellent,60.0,82.0,69.0,55.0,88.0,40.0,65.67,Pass,Average
STU15985,Kavya Chakraborty,,Aarna Anne,18.0,Male,,C,,Mumbai,Telangana,65.66,6.9,5.1,6.4,,,No,Medium,Post Graduate,0.0,Social Science,Science,Athletics,Pizza,,Teacher,,Problem Solving,Creativity,Art Club,Yes,,20.0,7.0,88.38,Average,,3.0,8.0,,94.0,99.0,39.0,73.0,61.0,55.0,70.17,Pass,Good
STU15986,Badal Konda,Armaan Vyas,Pari Saraf,11.0,Male,1st,,50.0,Bhopal,Madhya Pradesh,50.15,1.9,7.7,10.0,No,,Yes,Medium,,4.0,Computer,Computer,,Dosa,Non-Vegetarian,Scientist,,Graphic Design,Public Speaking,Dance,Yes,14.0,7.0,7.0,41.2,Average,High,2.0,5.0,,64.0,63.0,92.0,55.0,,78.0,74.0,Pass,Good
STU15987,,Zara Bassi,Biju Ramanathan,15.0,Female,9th,B,,Indore,Gujarat,76.83,4.4,9.7,6.2,Yes,,No,Medium,Secondary,1.0,English,Computer,Hockey,Pizza,Vegan,,Bus,Creativity,Python,Quiz Competition,Yes,3.0,3.0,5.0,94.13,Good,Low,8.0,9.0,,54.0,88.0,55.0,59.0,,85.0,69.83,Fail,Average
STU15988,Inaaya  Kannan,Khushi Savant,Ojas Sharaf,7.0,Female,3rd,C,40.0,Ahmedabad,Gujarat,70.52,6.9,4.5,4.0,No,Yes,No,,Post Graduate,0.0,,Social Science,Cricket,Biryani,Vegetarian,Business,Auto,,Critical Thinking,Dance,Yes,19.0,8.0,6.0,84.64,Average,Low,7.0,10.0,Excellent,65.0,94.0,61.0,53.0,84.0,72.0,71.5,,Good
STU15989,Nirvaan Arya,Navya Lata,Ehsaan Bhalla,18.0,Female,,D,40.0,Bhopal,Gujarat,75.79,3.1,9.8,6.3,Yes,No,No,,Secondary,0.0,Science,Science,Volleyball,Paneer,Vegetarian,,Bus,Graphic Design,Public Speaking,Art Club,,1.0,0.0,12.0,60.61,Average,Medium,,3.0,Excellent,70.0,44.0,100.0,53.0,90.0,70.0,71.17,Pass,Good
STU15990,Indranil Deo,Rania Chandran,Oorja Aurora,12.0,Male,10th,B,11.0,Lucknow,Maharashtra,60.48,7.4,,4.6,No,No,Yes,Medium,Post Graduate,,English,Science,Tennis,Paneer,,,Cycle,,Problem Solving,Dance,No,17.0,2.0,7.0,65.94,Good,High,3.0,3.0,Needs Improvement,95.0,46.0,66.0,65.0,39.0,,61.5,Pass,Average
,Renee Kumar,Lakshay Khurana,,9.0,Male,12th,A,27.0,Hyderabad,,58.58,1.5,8.8,8.7,Yes,No,No,Medium,Graduate,0.0,Hindi,Social Science,Basketball,Paneer,Non-Vegetarian,Artist,Walking,Critical Thinking,Public Speaking,Sports Club,Yes,17.0,18.0,,71.17,Average,High,3.0,10.0,Good,,74.0,75.0,90.0,78.0,63.0,78.67,Fail,Good
STU15992,Vivaan Soman,Darshit Bedi,Vaibhav Bera,6.0,,6th,B,49.0,Lucknow,Maharashtra,87.66,4.7,9.5,3.0,No,No,Yes,Low,Primary,4.0,English,Science,Kabaddi,,Non-Vegetarian,Artist,Cycle,Public Speaking,Teamwork,Science Fair,No,5.0,19.0,0.0,88.54,Average,Low,1.0,3.0,Good,81.0,100.0,98.0,86.0,35.0,60.0,76.67,Pass,Good
STU15993,Taimur Karpe,Dharmajan Ram,Saksham Ghosh,15.0,Female,7th,D,19.0,Delhi,Uttar Pradesh,68.92,7.7,8.6,9.4,Yes,No,Yes,High,Graduate,3.0,,Computer,Basketball,Pizza,Vegetarian,IAS,Bus,Teamwork,Problem Solving,Debate Club,Yes,10.0,6.0,8.0,88.91,Average,Low,,2.0,Good,50.0,77.0,63.0,56.0,53.0,91.0,65.0,Pass,
STU15994,,Baiju Tripathi,Jayan Walia,10.0,Male,9th,D,53.0,Patna,Telangana,51.03,3.2,6.2,8.3,No,No,No,Medium,Graduate,0.0,English,Maths,Badminton,Paneer,Vegan,Scientist,Auto,Critical Thinking,Teamwork,Debate Club,Yes,18.0,20.0,8.0,80.88,Poor,High,6.0,9.0,Excellent,61.0,69.0,87.0,72.0,59.0,68.0,69.33,Pass,Average
STU15995,Tejas Bakshi,Adira Hans,Mahika Jaggi,,Male,8th,D,58.0,Lucknow,Gujarat,93.79,4.3,7.3,5.4,Yes,Yes,Yes,High,,3.0,Science,,Chess,Pasta,Vegan,Teacher,Cycle,Teamwork,Problem Solving,NCC,Yes,2.0,12.0,11.0,67.07,Average,,,,Average,43.0,87.0,41.0,83.0,96.0,91.0,73.5,Pass,Good
STU15996,Kaira Garde,Indranil Kapoor,,18.0,Male,3rd,A,15.0,Lucknow,Gujarat,62.48,5.3,,2.5,No,Yes,No,Medium,Graduate,2.0,Maths,Science,Kabaddi,Biryani,Non-Vegetarian,Business,Cycle,Leadership,Communication,Sports Club,No,18.0,12.0,9.0,56.19,Average,High,4.0,,Good,98.0,44.0,72.0,65.0,67.0,61.0,67.83,Pass,Average
STU15997,Vanya Soni,Rhea Sandhu,Yasmin Master,8.0,Male,12th,A,1.0,Delhi,Madhya Pradesh,65.88,1.6,9.1,8.7,No,Yes,No,Low,Primary,5.0,Science,Hindi,Badminton,Burger,Vegetarian,IAS,,,Communication,Art Club,Yes,1.0,19.0,,83.84,Good,Medium,3.0,7.0,Average,55.0,51.0,41.0,69.0,87.0,37.0,56.67,Fail,
STU15998,Myra Kata,Pihu Chahal,Tanya Shan,17.0,Male,4th,D,13.0,Indore,Telangana,55.77,4.1,6.8,2.4,Yes,No,No,High,Secondary,2.0,Hindi,Maths,Football,Paneer,Vegan,Artist,,Creativity,Public Speaking,Coding Club,Yes,20.0,14.0,1.0,43.9,Average,Medium,9.0,6.0,Excellent,46.0,50.0,100.0,37.0,99.0,91.0,70.5,Pass,Good
STU15999,Indranil Kari,,Aradhya Setty,8.0,Male,,B,56.0,Patna,Telangana,92.32,5.9,7.7,4.7,No,Yes,Yes,Medium,Post Graduate,1.0,Hindi,Social Science,Hockey,Pizza,Vegetarian,Athlete,Cycle,Problem Solving,Creativity,Sports Club,Yes,5.0,22.0,11.0,90.69,,Low,4.0,9.0,Needs Improvement,61.0,70.0,56.0,46.0,,53.0,58.67,Pass,Average
STU16000,,Diya Dara,,12.0,Male,8th,B,32.0,Patna,Rajasthan,69.73,6.5,9.8,7.1,No,No,Yes,High,Post Graduate,4.0,Hindi,Social Science,Football,Pizza,Vegetarian,IAS,Walking,Leadership,Leadership,,,1.0,5.0,2.0,65.77,Average,High,1.0,2.0,Needs Improvement,71.0,43.0,66.0,89.0,75.0,40.0,64.0,Pass,Average
STU16001,Kashvi Bava,Eshani Varkey,Elakshi Wable,14.0,Male,7th,D,29.0,Patna,Rajasthan,76.62,3.7,6.7,7.7,No,Yes,No,Low,Secondary,1.0,Computer,Hindi,Basketball,Pasta,Vegetarian,Artist,,Video Editing,Leadership,Art Club,Yes,,22.0,2.0,69.45,Good,Low,8.0,5.0,Excellent,78.0,42.0,88.0,53.0,39.0,94.0,65.67,Pass,Average
STU16002,Madhup Devan,Kabir Bawa,Ehsaan Jain,11.0,Female,8th,D,23.0,Hyderabad,Maharashtra,50.42,1.8,5.7,2.6,No,No,No,Low,Post Graduate,,Computer,Computer,Athletics,Pizza,Vegetarian,Artist,Walking,Teamwork,Python,Drama,No,16.0,,8.0,85.56,Poor,Low,1.0,9.0,,67.0,99.0,92.0,66.0,45.0,53.0,70.33,Pass,Good
STU16003,Divij Dada,Shray Chadha,Zoya Ramachandran,13.0,Female,,C,30.0,Jaipur,Madhya Pradesh,99.97,,6.2,9.4,Yes,No,No,Medium,Primary,2.0,Social Science,Computer,Basketball,Paneer,Non-Vegetarian,Scientist,,Leadership,Teamwork,Sports Club,No,,18.0,6.0,82.81,Average,Medium,5.0,10.0,Excellent,57.0,56.0,51.0,80.0,81.0,97.0,70.33,Pass,Good
STU16004,Gokul Taneja,Shamik Chowdhury,Akarsh Shukla,9.0,Female,2nd,C,2.0,Hyderabad,Gujarat,56.05,5.2,5.2,5.2,Yes,No,Yes,Low,Post Graduate,4.0,,Social Science,,Biryani,Non-Vegetarian,Scientist,Walking,Critical Thinking,Graphic Design,Science Fair,Yes,9.0,19.0,8.0,97.86,Poor,High,10.0,6.0,,69.0,,56.0,53.0,40.0,82.0,56.33,Pass,Average
STU16005,Jivika Shetty,Yashvi Mann,Dishani Kapur,8.0,Female,8th,A,14.0,Jaipur,Gujarat,64.36,1.2,9.7,1.3,No,No,Yes,High,Primary,2.0,English,Maths,Kabaddi,Biryani,Non-Vegetarian,IAS,Cycle,Video Editing,Problem Solving,NCC,Yes,10.0,23.0,1.0,94.04,Good,Medium,8.0,1.0,Needs Improvement,100.0,55.0,72.0,90.0,78.0,,77.67,Pass,Good
STU16006,Shray Saxena,Prisha Gade,Gatik Vora,18.0,Female,,A,1.0,Mumbai,Maharashtra,68.05,5.4,9.2,10.0,Yes,Yes,Yes,Low,,1.0,Computer,English,Volleyball,Biryani,Vegetarian,Artist,Walking,Communication,Leadership,Sports Club,No,10.0,16.0,10.0,70.5,Good,Medium,9.0,4.0,Average,59.0,84.0,55.0,70.0,93.0,98.0,76.5,Pass,Good
STU16007,Romil Gara,Myra Bir,Raunak Iyengar,,Male,5th,D,50.0,Indore,Gujarat,,6.3,5.5,1.2,Yes,No,Yes,High,,1.0,English,Maths,Tennis,Paneer,,Business,,Leadership,Communication,Music,No,6.0,17.0,10.0,,Poor,Low,1.0,10.0,Average,84.0,82.0,86.0,69.0,99.0,73.0,,Fail,Good
STU16008,Aarush Manda,Tarini Bajaj,Jhanvi Sankar,16.0,Female,6th,C,24.0,Indore,Telangana,70.33,6.6,8.2,7.5,No,Yes,No,Medium,Post Graduate,4.0,Social Science,English,Chess,Paneer,Non-Vegetarian,Artist,Cycle,Video Editing,Communication,Sports Club,,3.0,17.0,10.0,40.81,Good,Low,5.0,4.0,Excellent,45.0,87.0,61.0,94.0,51.0,,62.83,Fail,
STU16009,Jhanvi Mahajan,Dhruv Vala,Hansh Lala,10.0,Female,4th,B,36.0,Mumbai,Telangana,75.49,6.2,7.2,,Yes,Yes,Yes,,Secondary,4.0,Hindi,Hindi,Cricket,Burger,Non-Vegetarian,Artist,Auto,Leadership,Video Editing,,No,14.0,21.0,9.0,83.29,Good,High,9.0,7.0,Good,68.0,67.0,78.0,39.0,49.0,73.0,62.33,Fail,Average
,Armaan Srinivas,Hazel Baria,Mannat Chaudhary,12.0,,4th,B,15.0,Delhi,,99.31,7.1,4.5,1.7,Yes,Yes,No,High,Primary,4.0,Social Science,Computer,Football,Pasta,Non-Vegetarian,Scientist,Private Vehicle,Public Speaking,Critical Thinking,Drama,Yes,8.0,14.0,4.0,55.26,Average,High,3.0,8.0,Good,55.0,39.0,38.0,99.0,48.0,95.0,62.33,Pass,Average
STU16011,Ahana  Swamy,Lakshit Kumer,Miraan Dyal,16.0,Male,3rd,A,12.0,Bhopal,Gujarat,90.05,3.8,,7.1,No,No,No,Medium,Post Graduate,5.0,Social Science,Science,Football,Pasta,,Doctor,Walking,Creativity,Python,Quiz Competition,No,,16.0,2.0,59.17,Average,Medium,2.0,10.0,Needs Improvement,78.0,43.0,90.0,82.0,41.0,80.0,,Pass,Average
STU16012,,,,16.0,Female,6th,D,,Pune,Gujarat,77.89,4.4,7.3,5.8,Yes,No,Yes,Medium,Graduate,5.0,Maths,English,Hockey,Paneer,Vegetarian,Scientist,Walking,Public Speaking,Python,Music,Yes,8.0,12.0,7.0,87.09,Good,Medium,5.0,7.0,Excellent,99.0,85.0,,,42.0,80.0,71.17,Pass,Good
STU16013,Trisha Chatterjee,Neysa Thakkar,Aayush Din,11.0,Female,8th,B,,Indore,Maharashtra,,4.6,9.2,6.7,Yes,Yes,No,High,Primary,3.0,Science,Science,Kabaddi,Pizza,Vegan,Athlete,Walking,Creativity,Video Editing,Coding Club,Yes,11.0,13.0,9.0,,Average,Medium,2.0,8.0,Good,55.0,50.0,99.0,88.0,80.0,36.0,68.0,Pass,Average
STU16014,Anahi Yadav,Madhup Sachdev,Nirvi Deo,8.0,,10th,D,36.0,Lucknow,Gujarat,52.59,7.1,5.5,7.6,,,No,Medium,Secondary,4.0,Maths,,Tennis,Pizza,Non-Vegetarian,Engineer,Bus,Teamwork,Creativity,,Yes,19.0,4.0,,79.94,Poor,High,7.0,9.0,Average,77.0,,83.0,85.0,41.0,95.0,74.5,Pass,Good
STU16015,Keya Lall,Reyansh Yogi,Shanaya Batta,14.0,Male,4th,A,28.0,Bhopal,Madhya Pradesh,75.74,1.4,4.9,6.5,No,No,Yes,Medium,Post Graduate,1.0,Science,English,Kabaddi,Pasta,Vegan,Teacher,Auto,Critical Thinking,Creativity,Coding Club,No,5.0,5.0,1.0,64.29,Poor,High,9.0,6.0,Excellent,100.0,78.0,91.0,95.0,50.0,51.0,77.5,Fail,Good
STU16016,Anika Seshadri,Akarsh Divan,Kavya Hegde,14.0,Male,4th,B,6.0,Ahmedabad,Maharashtra,77.51,4.7,5.1,1.6,,No,Yes,High,Primary,5.0,Hindi,Science,Tennis,Paneer,Non-Vegetarian,IAS,Cycle,Critical Thinking,Communication,Drama,No,14.0,10.0,6.0,68.56,Average,High,4.0,1.0,Needs Improvement,100.0,,70.0,59.0,41.0,57.0,66.33,Pass,
STU16017,Advika Bera,Kabir Saini,Azad Sami,15.0,Female,,D,36.0,Bhopal,Uttar Pradesh,67.02,2.6,8.1,2.9,No,No,,Low,Post Graduate,4.0,Social Science,Science,Chess,Pizza,Vegetarian,Engineer,Private Vehicle,Critical Thinking,Leadership,Drama,No,15.0,23.0,3.0,44.26,Poor,Low,1.0,3.0,Good,91.0,70.0,82.0,72.0,60.0,73.0,74.67,Pass,Good
STU16018,Kabir Kothari,Diya Bail,Saira Wali,6.0,Female,,C,3.0,Delhi,Rajasthan,81.43,2.7,9.1,3.6,Yes,Yes,Yes,Low,Primary,5.0,Science,Social Science,Cricket,Burger,Vegetarian,Athlete,Walking,Video Editing,,Art Club,No,14.0,,4.0,60.57,Average,Low,5.0,3.0,Needs Improvement,53.0,58.0,99.0,84.0,84.0,55.0,72.17,Pass,Good
STU16019,Misha Desai,Reyansh Gandhi,Uthkarsh Hora,,Female,,C,3.0,Patna,Maharashtra,58.43,6.5,9.0,9.9,No,Yes,Yes,Medium,Secondary,5.0,Maths,Social Science,,Dosa,Non-Vegetarian,Engineer,Auto,Python,Graphic Design,Music,Yes,9.0,4.0,10.0,85.96,Poor,Medium,7.0,3.0,Needs Improvement,68.0,37.0,47.0,48.0,57.0,40.0,49.5,Pass,Poor
,Kiaan Buch,Piya Rout,Emir Toor,11.0,Female,11th,C,33.0,Jaipur,Uttar Pradesh,96.46,,6.0,4.4,,Yes,Yes,,Secondary,4.0,Hindi,Social Science,Basketball,Burger,Vegan,Business,Auto,Python,Problem Solving,NCC,Yes,16.0,4.0,5.0,,Poor,Medium,10.0,1.0,Excellent,69.0,72.0,51.0,47.0,39.0,38.0,52.67,Pass,Average
STU16021,Shayak Bera,Sumer Dada,Elakshi Malhotra,16.0,,6th,D,14.0,Bhopal,Madhya Pradesh,,5.3,7.8,9.5,No,No,Yes,High,Primary,4.0,Maths,Computer,Tennis,Biryani,Vegetarian,Artist,Auto,Communication,Teamwork,Drama,Yes,3.0,21.0,3.0,96.61,Poor,,,7.0,Average,82.0,75.0,75.0,47.0,47.0,66.0,65.33,Pass,Average
STU16022,Shlok Tailor,Parinaaz Guha,Kabir Kar,16.0,Female,10th,D,8.0,,,84.5,2.3,9.5,6.8,Yes,Yes,No,Low,Post Graduate,2.0,Computer,English,Volleyball,Pizza,Vegetarian,Teacher,,Public Speaking,Teamwork,Science Fair,Yes,14.0,,3.0,82.5,Good,Low,5.0,9.0,,79.0,,41.0,69.0,,79.0,,Pass,Average
STU16023,Damini Kota,Anahi Shanker,Navya Badami,13.0,Male,7th,,18.0,Patna,Maharashtra,73.87,7.6,8.3,8.9,Yes,Yes,No,Low,Graduate,4.0,Hindi,Maths,Kabaddi,,Vegan,Engineer,Bus,Video Editing,Teamwork,Music,No,20.0,3.0,9.0,67.71,Poor,Low,10.0,1.0,Needs Improvement,88.0,94.0,71.0,,89.0,43.0,73.17,Fail,
STU16024,Saanvi Zachariah,Ehsaan Halder,Diya Butala,15.0,Female,4th,A,47.0,Lucknow,Gujarat,,,8.2,3.4,Yes,No,No,Low,Graduate,1.0,English,Computer,Chess,Pasta,,,Walking,Leadership,Problem Solving,Music,No,7.0,20.0,7.0,49.25,,High,1.0,3.0,Average,99.0,42.0,57.0,56.0,41.0,42.0,56.17,Fail,Average
STU16025,Fateh Krish,Rania Dayal,Akarsh Madan,9.0,Male,4th,B,34.0,Bhopal,Gujarat,76.57,3.4,,5.5,Yes,No,Yes,High,Graduate,1.0,English,Computer,Basketball,Burger,Non-Vegetarian,Teacher,Walking,Teamwork,Creativity,Science Fair,No,17.0,16.0,5.0,43.37,Average,Low,6.0,5.0,Good,57.0,71.0,64.0,84.0,36.0,40.0,58.67,Pass,Average
STU16026,Samaira Hans,Kaira Raman,Adira Varghese,9.0,Female,9th,D,57.0,Bhopal,Uttar Pradesh,64.82,7.7,9.4,,Yes,,No,Low,Primary,5.0,Social Science,Hindi,,Dosa,Non-Vegetarian,Business,Bus,Leadership,Public Speaking,Quiz Competition,No,0.0,7.0,3.0,,Good,High,4.0,4.0,Needs Improvement,,90.0,,66.0,69.0,35.0,73.67,,Good
STU16027,Armaan Agrawal,Rania Yogi,Tanya Chacko,14.0,Female,7th,A,22.0,Ahmedabad,Maharashtra,83.33,4.3,5.4,5.9,No,,Yes,,Graduate,5.0,Social Science,,Tennis,Burger,Non-Vegetarian,Business,Private Vehicle,,,Dance,No,19.0,17.0,8.0,76.49,,Low,10.0,4.0,Needs Improvement,98.0,54.0,85.0,80.0,88.0,83.0,81.33,Fail,Good
STU16028,Aarush Keer,Anya Dewan,Ayesha Sabharwal,10.0,Male,7th,B,13.0,Ahmedabad,Madhya Pradesh,88.56,2.4,6.0,3.1,Yes,No,Yes,Medium,Post Graduate,5.0,English,Computer,Chess,Pizza,,Teacher,Bus,Graphic Design,Video Editing,Dance,Yes,18.0,12.0,10.0,53.01,Poor,High,7.0,10.0,,68.0,87.0,38.0,100.0,73.0,62.0,71.33,Pass,
STU16029,Amani Contractor,Keya Yadav,,10.0,Male,9th,D,18.0,Delhi,Rajasthan,57.82,3.5,9.4,,No,Yes,Yes,Medium,Post Graduate,0.0,Maths,Social Science,Cricket,Biryani,Vegan,Business,Auto,,Video Editing,Music,No,6.0,11.0,7.0,86.7,Average,High,5.0,6.0,Needs Improvement,83.0,96.0,64.0,66.0,42.0,59.0,68.33,Fail,Average
,Nayantara Barad,Elakshi Barman,Rania Shanker,17.0,Female,9th,A,49.0,Ahmedabad,Madhya Pradesh,97.86,1.3,6.3,3.5,Yes,No,No,High,Post Graduate,4.0,Social Science,Social Science,Chess,,Vegan,,Walking,Creativity,Problem Solving,NCC,Yes,14.0,19.0,4.0,76.36,Poor,,3.0,7.0,Good,83.0,35.0,86.0,,50.0,,60.17,Pass,Average
,Ryan Mandal,Purab Kurian,Lagan Choudhry,7.0,Male,1st,D,40.0,Indore,,65.69,2.8,9.9,,No,Yes,,High,Graduate,3.0,,Social Science,Hockey,Pasta,Vegetarian,Artist,Private Vehicle,Video Editing,Communication,Quiz Competition,No,14.0,12.0,4.0,83.26,,Medium,9.0,6.0,Excellent,58.0,82.0,78.0,78.0,79.0,90.0,77.5,Pass,Good
STU16032,Saanvi Deshmukh,Neysa Tiwari,Kaira Karpe,17.0,Male,7th,C,53.0,Patna,,61.68,3.7,4.4,4.4,Yes,Yes,No,Low,,3.0,English,Hindi,Cricket,Burger,Vegan,Engineer,Walking,Critical Thinking,Communication,Drama,Yes,9.0,19.0,10.0,,Average,High,,10.0,Good,53.0,52.0,70.0,45.0,49.0,48.0,52.83,Pass,Average
STU16033,Samiha Hari,Nakul Gaba,Rania Kakar,,Male,1st,D,,Jaipur,Uttar Pradesh,81.07,,4.3,9.3,No,Yes,No,High,Secondary,2.0,Hindi,Computer,Athletics,Pasta,Vegan,IAS,Cycle,Graphic Design,Creativity,Drama,Yes,13.0,2.0,9.0,42.16,Poor,Medium,4.0,8.0,Needs Improvement,89.0,45.0,67.0,82.0,84.0,88.0,75.83,Fail,Good
STU16034,,Navya Bakshi,Raghav Edwin,11.0,Male,7th,D,49.0,Bhopal,Maharashtra,67.85,1.4,6.4,4.2,Yes,Yes,Yes,Medium,Secondary,3.0,Social Science,Hindi,Kabaddi,Paneer,Non-Vegetarian,Artist,,Problem Solving,Graphic Design,NCC,Yes,15.0,0.0,10.0,,Good,High,5.0,4.0,Excellent,52.0,94.0,44.0,86.0,97.0,89.0,77.0,Pass,Good
STU16035,Seher Gulati,Diya Khare,Jayant Agrawal,8.0,Male,5th,B,59.0,Ahmedabad,,98.55,1.7,4.8,9.4,Yes,Yes,Yes,High,Secondary,1.0,Science,Maths,Cricket,Paneer,Vegan,Doctor,Cycle,Communication,Teamwork,NCC,Yes,2.0,1.0,0.0,71.49,Poor,High,9.0,7.0,Average,,35.0,54.0,61.0,56.0,59.0,58.83,Pass,Average
STU16036,Aayush Chaudhuri,Kashvi Deshpande,Nehmat Saxena,9.0,Male,3rd,A,36.0,Pune,Rajasthan,56.28,5.1,9.4,,Yes,No,No,Low,,3.0,Hindi,Social Science,Basketball,Paneer,Non-Vegetarian,Teacher,Bus,Public Speaking,Python,NCC,No,20.0,2.0,,44.17,Average,Low,5.0,7.0,Good,63.0,92.0,64.0,72.0,75.0,40.0,67.67,Pass,Average
,Arnav Reddy,Jivin Khalsa,Kashvi Mahajan,16.0,Female,12th,D,,Pune,Telangana,68.41,6.6,4.6,1.1,Yes,Yes,No,Low,Graduate,3.0,Maths,Hindi,Athletics,Paneer,Non-Vegetarian,Business,Private Vehicle,Problem Solving,Public Speaking,Music,,15.0,1.0,12.0,82.77,Poor,Medium,4.0,5.0,Excellent,41.0,80.0,86.0,48.0,92.0,64.0,68.5,Pass,Average
